Flat No.,Area in Sqrt,No.of Bhk,Location,Price
543,2122,4,"Sector 128, Noida", 4.81 Cr
544,2105,4,"Sector 128, Noida", 5.04 Cr
545,2105,4,"Sector 128, Noida", 5.04 Cr
546,2100,4,"Sector 128, Noida", 4.78 Cr
547,2100,4,"Sector 128, Noida", 4.78 Cr
548,1630,3,"Sector 128, Noida", 3.72 Cr
549,1630,3,"Sector 128, Noida", 3.72 Cr
550,2250,5,"Sector 15A, Noida", 8.5 Cr
551,2150,3,"Sector 15A, Noida", 3 Cr
552,5150,5,"Sector 15A, Noida", 25 Cr
553,1900,3,"Sector 143B, Noida", 1.33 Cr
554,950,2,"Sector 110, Noida", 29.38 L
555,4455,4,"Sector 121, Noida", 5.96 Cr
556,3300,3,"Sector 30, Noida", 4.85 Cr
557,2150,5,"Sector 14, Noida", 4.5 Cr
558,1935,5,"Sector 14, Noida", 3.5 Cr
559,3000,4,"Sector 107, Noida", 2.97 Cr
560,3720,4,"Sector 107, Noida", 3.68 Cr
561,3720,4,"Sector 107, Noida", 3.68 Cr
562,2500,3,"Sector 107, Noida", 2.47 Cr
563,2500,3,"Sector 107, Noida", 2.47 Cr
564,2970,4,"Sector 107, Noida", 2.94 Cr
565,2970,4,"Sector 107, Noida", 2.94 Cr
566,2575,3,"Sector 107, Noida", 2.54 Cr
567,2575,3,"Sector 107, Noida", 2.54 Cr
568,3550,4,"Sector 107, Noida", 3.51 Cr
569,3550,4,"Sector 107, Noida", 3.51 Cr
570,1350,3,"Sector 150, Noida", 98 L
571,2350,3,"Sector 150, Noida", 1.42 Cr
572,1700,3,"Sector 150, Noida", 2.25 Cr
573,1750,3,"Sector 150, Noida", 1.35 Cr
574,4225,4,"Sector 150, Noida", 4.64 Cr
575,3515,4,"Sector 150, Noida", 3.85 Cr
576,1750,3,"Sector 150, Noida", 1.48 Cr
577,1155,2,"Sector 150, Noida", 86 L
578,1155,2,"Sector 150, Noida", 86 L
579,1155,2,"Sector 150, Noida", 86 L
580,1155,2,"Sector 150, Noida", 86 L
581,1155,2,"Sector 150, Noida", 86 L
582,1820,4,"Sector 62, Noida", 75 L
583,1850,4,"Sector 62, Noida", 84 L
584,2150,3,"Sector 15A, Noida", 3 Cr
585,659,2,"Sector 49, Noida", 21.8 L
586,1050,2,"Sector 73, Noida", 25 L
587,1050,2,"Sector 73, Noida", 25 L
588,1050,2,"Sector 73, Noida", 25 L
589,1050,2,"Sector 73, Noida", 25 L
590,1050,2,"Sector 73, Noida", 25 L
591,1050,2,"Sector 73, Noida", 25 L
592,650,1,"Sector 73, Noida", 15 L
593,1000,2,"Sector 73, Noida", 25.75 L
594,1050,2,"Sector 73, Noida", 25.75 L
595,1050,2,"Sector 73, Noida", 25.75 L
596,1050,2,"Sector 73, Noida", 26 L
597,5150,4,"Sector 15A, Noida", 19 Cr
598,2150,2,"Sector 15A, Noida", 8.5 Cr
599,980,3,"Sector 150, Noida", 1.02 Cr
600,983,3,"Sector 150, Noida", 90 L
601,930,3,"Sector 150, Noida", 1.1 Cr
602,1563,3,"Sector 150, Noida", 1.42 Cr
603,1646,3,"Sector 150, Noida", 2 Cr
604,2000,3,"Sector 150, Noida", 1.55 Cr
605,980,2,"Sector 152, Noida", 1.02 Cr
606,1600,3,"Sector 150, Noida", 1.47 Cr
607,1400,3,"Sector 150, Noida", 1.92 Cr
608,1350,3,"Sector 150, Noida", 1.25 Cr
609,2340,4,"Sector 150, Noida", 2.46 Cr
610,1800,3,"Sector 150, Noida", 2.1 Cr
611,1670,3,"Sector 150, Noida", 1.9 Cr
612,1800,4,"Sector 150, Noida", 2.4 Cr
613,2350,3,"Sector 150, Noida", 2.5 Cr
614,1400,3,"Sector 152, Noida", 1.34 Cr
615,1750,3,"Sector 150, Noida", 1.27 Cr
616,2000,3,"Sector 150, Noida", 1.67 Cr
617,3300,4,"Sector 150, Noida", 3.4 Cr
618,1256,3,"Sector 150, Noida", 1.28 Cr
619,2548,3,"Sector 50, Noida", 2.5 Cr
620,1734,3,"Sector 150, Noida", 2.02 Cr
621,1750,3,"Sector 150, Noida", 1.37 Cr
622,1750,3,"Sector 150, Noida", 1.4 Cr
623,783,3,"Sector 150, Noida", 1.05 Cr
624,783,3,"Sector 150, Noida", 1.05 Cr
625,1430,3,"Sector 150, Noida", 1.07 Cr
626,6000,4,"Sector 94, Noida", 10.8 Cr
627,6255,4,"Sector 94, Noida", 10.57 Cr
628,1043,1,"Sector 150, Noida", 1.05 Cr
629,957,2,"Sector 41, Noida", 32.1 L
630,963,2,"Sector 41, Noida", 32.7 L
631,962,2,"Sector 41, Noida", 32.65 L
632,675,2,"Sector 41, Noida", 23.25 L
633,960,2,"Sector 41, Noida", 32.15 L
634,650,1,"Sector 73, Noida", 15 L
635,1050,2,"Sector 73, Noida", 25 L
636,650,1,"Sector 73, Noida", 15 L
637,1058,2,"Sector 73, Noida", 25 L
638,1050,2,"Sector 73, Noida", 25.5 L
639,1050,2,"Sector 73, Noida", 26.5 L
640,1475,3,"Sector 41, Noida", 47.1 L
641,940,2,"Sector 41, Noida", 31.21 L
642,595,1,"Sector 50, Noida", 18.2 L
643,1450,3,"Sector 62, Noida", 68 L
644,962,2,"Sector 41, Noida", 32.6 L
645,1750,3,"Sector 150, Noida", 1.45 Cr
646,1250,2,"Sector 62, Noida", 58 L
647,1350,2,"Sector 62, Noida", 62 L
648,1800,3,"Sector 62, Noida", 80 L
649,950,2,"Sector 73, Noida", 30.8 L
650,5150,4,"Sector 15A, Noida", 20 Cr
651,810,2,"Sector 150, Noida", 82 L
652,3501,4,"Sector 107, Noida", 3.68 Cr
653,1050,2,"Sector 73, Noida", 26 L
654,650,1,"Sector 74, Noida", 16 L
655,1050,2,"Sector 73, Noida", 27.75 L
656,2548,3,"Sector 50, Noida", 2.65 Cr
657,1053,2,"Sector 43, Noida", 1.22 Cr
658,1248,3,"Sector 43, Noida", 3.35 Cr
659,1314,3,"Sector 107, Noida", 2.75 Cr
660,1440,3,"Sector 74, Noida", 95 L
661,1025,2,"Sector 144, Noida", 73.8 L
662,650,2,"Sector 75, Noida", 17.85 L
663,550,1,"Sector 73, Noida", 13 L
664,850,2,"Sector 73, Noida", 18.5 L
665,950,2,"Sector-106 Noida, Noida", 29.9 L
666,950,2,"Sector 93A, Noida", 29.5 L
667,950,2,"Sector-106 Noida, Noida", 29.8 L
668,950,2,"Sector-106 Noida, Noida", 29.7 L
669,950,2,"Sector-106 Noida, Noida", 29.6 L
670,1750,3,"Sector 150, Noida", 1.45 Cr
671,1050,2,"Sector 73, Noida", 28.5 L
672,1050,2,"Sector 73, Noida", 29.5 L
673,950,2,"Sector 110, Noida", 28 L
674,1050,2,"Sector 73, Noida", 25 L
675,650,1,"Sector 73, Noida", 15 L
676,1050,2,"Sector 73, Noida", 26.5 L
677,1050,2,"Sector 73, Noida", 25 L
678,1050,2,"Sector 73, Noida", 26.5 L
679,1050,2,"Sector 73, Noida", 25 L
680,5150,8,"Sector 14A, Noida", 20 Cr
681,3650,5,"Sector 44, Noida", 9.75 Cr
682,4690,5,"Sector 44, Noida", 11 Cr
683,3250,6,"Sector 15A, Noida", 7.5 Cr
684,2050,4,"Sector 150, Noida", 1.98 Cr
685,1750,3,"Sector 62, Noida", 76 L
686,1320,3,"Sector 62, Noida", 74 L
687,550,1,"Sector 73, Noida", 13.5 L
688,800,2,"Sector 75, Noida", 20.85 L
689,850,2,"Sector 73, Noida", 18.5 L
690,850,2,"Sector 73, Noida", 16 L
691,850,2,"Sector 73, Noida", 18.5 L
692,550,1,"Sector 73, Noida", 13.5 L
693,800,2,"Sector 75, Noida", 20.85 L
694,850,2,"Sector 73, Noida", 16.5 L
695,550,1,"Sector 73, Noida", 13.5 L
696,800,2,"Sector 75, Noida", 20.85 L
697,800,2,"Sector 75, Noida", 20.85 L
698,800,2,"Sector 75, Noida", 20.85 L
699,550,1,"Sector 73, Noida", 13 L
700,950,2,"Sector 113, Noida", 26 L
701,850,2,"Sector 73, Noida", 18 L
702,850,2,"Sector 73, Noida", 16.5 L
703,550,1,"Sector 73, Noida", 13 L
704,550,1,"Sector 73, Noida", 13 L
705,6250,5,"Sector 128, Noida", 7.65 Cr
706,3465,4,"Sector 128, Noida", 4.24 Cr
707,3325,4,"Sector 128, Noida", 4.07 Cr
708,6250,5,"Sector 128, Noida", 7.65 Cr
709,3775,4,"Sector 128, Noida", 4.62 Cr
710,3465,4,"Sector 128, Noida", 4.24 Cr
711,3575,4,"Sector 128, Noida", 4.37 Cr
712,3325,4,"Sector 128, Noida", 4.07 Cr
713,3775,4,"Sector 128, Noida", 4.62 Cr
714,6100,5,"Sector 128, Noida", 7.47 Cr
715,3575,4,"Sector 128, Noida", 4.37 Cr
716,6100,5,"Sector 128, Noida", 7.47 Cr
717,5550,4,"Sector 128, Noida", 6.79 Cr
718,5550,4,"Sector 128, Noida", 6.79 Cr
719,2700,3,"Sector 128, Noida", 3.03 Cr
720,2700,3,"Sector 128, Noida", 3.03 Cr
721,2850,3,"Sector 128, Noida", 3.2 Cr
722,2850,3,"Sector 128, Noida", 3.2 Cr
723,5900,5,"Sector 128, Noida", 7.22 Cr
724,5900,5,"Sector 128, Noida", 7.22 Cr
725,4700,4,"Sector 144, Noida", 5.94 Cr
726,1050,2,"Sector 73, Noida", 29 L
727,1050,2,"Sector 73, Noida", 27 L
728,1050,2,"Sector 73, Noida", 28.5 L
729,1050,2,"Sector 73, Noida", 26 L
730,1050,2,"Sector 73, Noida", 26.5 L
731,1050,2,"Sector 73, Noida", 28 L
732,1050,2,"Sector 73, Noida", 26.5 L
733,1050,2,"Sector 73, Noida", 25 L
734,1050,2,"Sector 73, Noida", 26 L
735,1050,2,"Sector 73, Noida", 29 L
736,588,1,"Sector 37, Noida", 17.27 L
737,950,2,"Sector 82, Noida", 27.9 L
738,948,2,"Sector 71, Noida", 27.9 L
739,580,1,"Sector 37, Noida", 16.95 L
740,575,1,"Sector 75, Noida", 16.85 L
741,590,1,"Sector 110, Noida", 17.45 L
742,798,2,"Sector 74, Noida", 20.85 L
743,799,2,"Sector 74, Noida", 20.85 L
744,1550,3,"Sector 62, Noida", 70 L
745,804,2,"Sector 152, Noida", 82.35 L
746,1947,3,"Sector 150, Noida", 1.82 Cr
747,1440,3,"Phase 2 Noida Extension, Noida", 82 L
748,650,2,"Sector 75, Noida", 17.85 L
749,1500,3,"Sector 74, Noida", 57.51 L
750,1500,3,"Sector 74, Noida", 57.53 L
751,650,1,"Sector 73, Noida", 15 L
752,650,1,"Sector 73, Noida", 15 L
753,650,1,"Sector 73, Noida", 15 L
754,650,1,"Sector 73, Noida", 15 L
755,1050,2,"Sector 73, Noida", 25 L
756,1050,2,"Sector 73, Noida", 25.5 L
757,1050,2,"Sector 73, Noida", 25.75 L
758,1050,2,"Sector 73, Noida", 26 L
759,1050,2,"Sector 73, Noida", 26 L
760,1050,2,"Sector 73, Noida", 26.5 L
761,1050,2,"Sector 73, Noida", 28 L
762,1050,2,"Sector 73, Noida", 25 L
763,650,1,"Sector 74, Noida", 16 L
764,650,1,"Sector 74, Noida", 16 L
765,650,1,"Sector 74, Noida", 15.75 L
766,650,1,"Sector 74, Noida", 15.5 L
767,650,1,"Sector 74, Noida", 15 L
768,1050,2,"Sector 73, Noida", 25 L
769,1050,2,"Sector 73, Noida", 28 L
770,1530,3,"Sector 12, Noida", 53.95 L
771,1675,3,"Sector 150, Noida", 1.06 Cr
772,1675,3,"Sector 150, Noida", 1.06 Cr
773,1675,3,"Sector 150, Noida", 1.06 Cr
774,1675,3,"Sector 150, Noida", 1.06 Cr
775,956,2,"Sector-106 Noida, Noida", 28.21 L
776,967,2,"Sector-106 Noida, Noida", 29.85 L
777,1580,3,"Sector 62, Noida", 78 L
778,1670,3,"Sector 134, Noida", 75 L
779,2511,4,"Sector 75, Noida", 2.25 Cr
780,2511,4,"Sector 75, Noida", 2.25 Cr
781,2124,3,"Sector 75, Noida", 1.91 Cr
782,2124,3,"Sector 75, Noida", 1.91 Cr
783,1656,3,"Sector 75, Noida", 1.49 Cr
784,1656,3,"Sector 75, Noida", 1.49 Cr
785,1775,3,"Sector 152, Noida", 1.8 Cr
786,1775,3,"Sector 152, Noida", 1.8 Cr
787,1775,3,"Sector 152, Noida", 1.8 Cr
788,1350,2,"Sector 152, Noida", 1.25 Cr
789,1350,2,"Sector 152, Noida", 1.25 Cr
790,1300,3,"Sector 143B, Noida", 85.8 L
791,1100,2,"Sector 110, Noida", 28 L
792,1050,2,"Sector 73, Noida", 26.5 L
793,1050,2,"Sector 73, Noida", 29 L
794,3302,3,"Sector 108, Noida", 2.35 Cr
795,2548,3,"Sector 50, Noida", 2.67 Cr
796,2400,3,"Sector 128, Noida", 3.03 Cr
797,3617,4,"Sector 108, Noida", 4.7 Cr
798,2458,4,"Sector 108, Noida", 3.4 Cr
799,3200,4,"Sector 150, Noida", 2.47 Cr
800,3200,4,"Sector 150, Noida", 2.47 Cr
801,2000,3,"Sector 150, Noida", 1.57 Cr
802,2000,3,"Sector 150, Noida", 1.57 Cr
803,2300,3,"Sector 150, Noida", 1.79 Cr
804,2300,3,"Sector 150, Noida", 1.79 Cr
805,1625,3,"Sector 150, Noida", 1.29 Cr
806,1625,3,"Sector 150, Noida", 1.29 Cr
807,3000,4,"Sector 107, Noida", 2.97 Cr
808,3000,4,"Sector 107, Noida", 2.97 Cr
809,3720,4,"Sector 107, Noida", 3.68 Cr
810,3720,4,"Sector 107, Noida", 3.68 Cr
811,3000,4,"Sector 107, Noida", 2.97 Cr
812,3000,4,"Sector 107, Noida", 2.97 Cr
813,3720,4,"Sector 107, Noida", 3.68 Cr
814,3720,4,"Sector 107, Noida", 3.68 Cr
815,2500,3,"Sector 107, Noida", 2.47 Cr
816,2500,3,"Sector 107, Noida", 2.47 Cr
817,2970,4,"Sector 107, Noida", 2.94 Cr
818,2970,4,"Sector 107, Noida", 2.94 Cr
819,2575,3,"Sector 107, Noida", 2.54 Cr
820,2575,3,"Sector 107, Noida", 2.54 Cr
821,3550,4,"Sector 107, Noida", 3.51 Cr
822,3550,4,"Sector 107, Noida", 3.51 Cr
823,3501,4,"Sector 107, Noida", 4.7 Cr
824,3501,4,"Sector 107, Noida", 4.7 Cr
825,4482,4,"Sector 107, Noida", 6.05 Cr
826,4482,4,"Sector 107, Noida", 6.05 Cr
827,6570,5,"Sector 107, Noida", 8.9 Cr
828,6570,5,"Sector 107, Noida", 8.9 Cr
829,1850,4,"Sector 62, Noida", 90 L
830,4700,4,"Sector 144, Noida", 7.5 Cr
831,4700,4,"Sector 144, Noida", 7.5 Cr
832,4700,4,"Sector 144, Noida", 7.5 Cr
833,4700,4,"Sector 144, Noida", 7.5 Cr
834,950,2,"Sector 93A, Noida", 29.9 L
835,950,2,"Sector 93A, Noida", 29.7 L
836,1137,2,"Sector 150, Noida", 85.27 L
837,1137,2,"Sector 150, Noida", 85.27 L
838,1050,2,"Sector 74, Noida", 29.3 L
839,1050,2,"Sector 74, Noida", 29.7 L
840,1050,2,"Sector 74, Noida", 29.6 L
841,1050,2,"Sector 74, Noida", 29 L
842,1050,2,"Sector 74, Noida", 28.8 L
843,650,1,"Sector 74, Noida", 15 L
844,1058,2,"Sector 73, Noida", 29 L
845,650,1,"Sector 73, Noida", 15 L
846,650,1,"Sector 73, Noida", 15 L
847,650,1,"Sector 73, Noida", 15 L
848,650,1,"Sector 73, Noida", 15 L
849,650,1,"Sector 73, Noida", 15 L
850,650,1,"Sector 73, Noida", 15.75 L
851,650,1,"Sector 73, Noida", 15.75 L
852,650,1,"Sector 73, Noida", 15.75 L
853,650,1,"Sector 73, Noida", 15.75 L
854,1050,2,"Sector 73, Noida", 25 L
855,1050,2,"Sector 73, Noida", 25 L
856,1050,2,"Sector 73, Noida", 25 L
857,1050,2,"Sector 73, Noida", 25 L
858,1450,3,"Sector 73, Noida", 42.5 L
859,1050,2,"Sector 73, Noida", 25 L
860,650,1,"Sector 73, Noida", 15.75 L
861,650,1,"Sector 73, Noida", 15.75 L
862,1050,2,"Sector 73, Noida", 25 L
863,1050,2,"Sector 73, Noida", 25 L
864,1050,2,"Sector 73, Noida", 25 L
865,1050,2,"Sector 73, Noida", 25 L
866,1450,3,"Sector 73, Noida", 42.5 L
867,1050,2,"Sector 73, Noida", 25 L
868,650,1,"Sector 73, Noida", 15 L
869,1050,2,"Sector 73, Noida", 25 L
870,650,1,"Sector 73, Noida", 15 L
871,650,1,"Sector 73, Noida", 15 L
872,650,1,"Sector 73, Noida", 15 L
873,1050,2,"Sector 74, Noida", 27.5 L
874,1050,2,"Sector 73, Noida", 29 L
875,1050,2,"Sector 73, Noida", 25 L
876,1050,2,"Sector 73, Noida", 25 L
877,950,2,"Sector-106 Noida, Noida", 29.5 L
878,1128,3,"Sector 150, Noida", 40 L
879,1140,3,"Sector 150, Noida", 36.8 L
880,1400,2,"Sector 150, Noida", 40 L
881,1100,3,"Sector 150, Noida", 41.45 L
882,2800,4,"Sector 78, Noida", 3.08 Cr
883,3000,4,"Sector 93A, Noida", 3.5 Cr
884,2800,4,"Sector 93A, Noida", 3.24 Cr
885,2800,4,"Sector 93A, Noida", 3.24 Cr
886,650,1,"Sector 73, Noida", 15 L
887,650,1,"Sector 73, Noida", 15.75 L
888,1050,2,"Sector 73, Noida", 25 L
889,1050,2,"Sector 73, Noida", 25 L
890,650,1,"Sector 73, Noida", 15 L
891,650,1,"Sector 73, Noida", 15 L
892,1050,2,"Sector 73, Noida", 27.5 L
893,1050,2,"Sector 73, Noida", 27 L
894,1050,2,"Sector 73, Noida", 26.5 L
895,1050,2,"Sector 73, Noida", 26.5 L
896,1050,2,"Sector 73, Noida", 28 L
897,1000,2,"Sector 73, Noida", 28.5 L
898,1050,2,"Sector 73, Noida", 28 L
899,1050,2,"Sector 73, Noida", 29 L
900,1050,2,"Sector 71, Noida", 28.5 L
901,1050,2,"Sector 71, Noida", 29.5 L
902,1050,2,"Sector 72, Noida", 29.7 L
903,1050,2,"Sector 73, Noida", 26.51 L
904,1050,2,"Sector 73, Noida", 26.5 L
905,1050,2,"Sector 73, Noida", 27.5 L
906,1050,2,"Sector 73, Noida", 29.5 L
907,1050,2,"Sector 73, Noida", 27.5 L
908,1000,2,"Sector 73, Noida", 25 L
909,550,1,"Sector 73, Noida", 14.99 L
910,550,1,"Sector 73, Noida", 13.99 L
911,1050,2,"Sector 73, Noida", 27.5 L
912,1050,2,"Sector 73, Noida", 26 L
913,650,1,"Sector 73, Noida", 15.5 L
914,650,1,"Sector 73, Noida", 15.5 L
915,650,1,"Sector 73, Noida", 15 L
916,1050,2,"Sector 73, Noida", 26 L
917,1050,2,"Sector 73, Noida", 25.8 L
918,1050,2,"Sector 73, Noida", 25.8 L
919,1050,2,"Sector 73, Noida", 27.5 L
920,650,1,"Sector 73, Noida", 15 L
921,650,1,"Sector 73, Noida", 15.75 L
922,1050,2,"Sector 44, Noida", 31.97 L
923,1500,3,"Sector 44, Noida", 42.11 L
924,950,2,"Sector 75, Noida", 28.41 L
925,1250,3,"Sector 75, Noida", 41.96 L
926,950,2,"Sector 93A, Noida", 29.8 L
927,2100,4,"Sector 128, Noida", 4.28 Cr
928,2700,3,"Sector 128, Noida", 2.9 Cr
929,1245,2,"Sector 43, Noida", 1.49 Cr
930,970,2,"Sector 108, Noida", 29.67 L
931,962,2,"Sector 41, Noida", 28.27 L
932,6000,4,"Sector 94, Noida", 9 Cr
933,940,2,"Sector 143B, Noida", 66.5 L
934,940,2,"Sector 143B, Noida", 65.8 L
935,840,2,"Sector 143B, Noida", 59 L
936,840,2,"Sector 143B, Noida", 58.8 L
937,1480,3,"Sector 143B, Noida", 1.05 Cr
938,1480,3,"Sector 143B, Noida", 1.03 Cr
939,1255,3,"Sector 143B, Noida", 87.85 L
940,2500,3,"Sector 78, Noida", 2.75 Cr
941,1907,3,"Sector 150, Noida", 1.46 Cr
942,1285,3,"Sector 150, Noida", 98 L
943,2999,4,"Sector 14, Noida", 6.15 Cr
944,1430,3,"Sector 150, Noida", 1.51 Cr
945,2555,3,"Sector 150, Noida", 1.87 Cr
946,2555,3,"Sector 150, Noida", 1.87 Cr
947,2040,3,"Sector 150, Noida", 1.5 Cr
948,2040,3,"Sector 150, Noida", 1.5 Cr
949,3355,4,"Sector 150, Noida", 2.11 Cr
950,3355,4,"Sector 150, Noida", 2.11 Cr
951,1700,3,"Sector 150, Noida", 1.28 Cr
952,1700,3,"Sector 150, Noida", 1.28 Cr
953,1100,3,"Sector 150, Noida", 41.45 L
954,1155,2,"Sector 150, Noida", 86 L
955,1155,2,"Sector 150, Noida", 86 L
956,1155,2,"Sector 150, Noida", 86 L
957,1155,2,"Sector 150, Noida", 86 L
958,2555,3,"Sector 150, Noida", 1.87 Cr
959,2555,3,"Sector 150, Noida", 1.87 Cr
960,2040,3,"Sector 150, Noida", 1.5 Cr
961,2040,3,"Sector 150, Noida", 1.5 Cr
962,2555,3,"Sector 150, Noida", 1.87 Cr
963,2555,3,"Sector 150, Noida", 1.87 Cr
964,2040,3,"Sector 150, Noida", 1.5 Cr
965,2040,3,"Sector 150, Noida", 1.5 Cr
966,3355,4,"Sector 150, Noida", 2.11 Cr
967,3355,4,"Sector 150, Noida", 2.11 Cr
968,1700,3,"Sector 150, Noida", 1.28 Cr
969,1700,3,"Sector 150, Noida", 1.28 Cr
970,1137,2,"Sector 150, Noida", 85.27 L
971,1137,2,"Sector 150, Noida", 85.27 L
972,3200,4,"Sector 150, Noida", 1.76 Cr
973,2300,3,"Sector 150, Noida", 1.26 Cr
974,3200,4,"Sector 150, Noida", 1.76 Cr
975,3200,4,"Sector 150, Noida", 1.76 Cr
976,2300,3,"Sector 150, Noida", 1.26 Cr
977,2300,3,"Sector 150, Noida", 1.26 Cr
978,1750,3,"Sector 150, Noida", 96.25 L
979,1750,3,"Sector 150, Noida", 96.25 L
980,1750,3,"Sector 150, Noida", 96.25 L
981,3200,4,"Sector 150, Noida", 2.47 Cr
982,3200,4,"Sector 150, Noida", 2.47 Cr
983,2000,3,"Sector 150, Noida", 1.57 Cr
984,2000,3,"Sector 150, Noida", 1.57 Cr
985,3200,4,"Sector 150, Noida", 2.47 Cr
986,3200,4,"Sector 150, Noida", 2.47 Cr
987,2000,3,"Sector 150, Noida", 1.57 Cr
988,2000,3,"Sector 150, Noida", 1.57 Cr
989,2300,3,"Sector 150, Noida", 1.79 Cr
990,2300,3,"Sector 150, Noida", 1.79 Cr
991,1625,3,"Sector 150, Noida", 1.29 Cr
992,1625,3,"Sector 150, Noida", 1.29 Cr
993,1155,2,"Sector 150, Noida", 86 L
994,1155,2,"Sector 150, Noida", 86 L
995,1155,2,"Sector 150, Noida", 86 L
996,1155,2,"Sector 150, Noida", 86 L
997,1100,2,"Sector 93, Noida", 77 L
998,3000,4,"Sector 93A, Noida", 3.5 Cr
999,2800,4,"Sector 93A, Noida", 3.25 Cr
1000,2095,3,"Sector 150, Noida", 1.5 Cr
1001,1190,2,"Sector 150, Noida", 75 L
1002,1110,2,"Sector 137, Noida", 74 L
1003,2095,3,"Sector 150, Noida", 1.4 Cr
1004,1500,3,"Sector 93A, Noida", 1.65 Cr
1005,2800,4,"Sector 93A, Noida", 3.19 Cr
1006,1750,3,"Sector 93A, Noida", 2.1 Cr
1007,1750,3,"Sector 93A, Noida", 2.1 Cr
1008,1500,3,"Sector 93A, Noida", 1.6 Cr
1009,3000,4,"Sector 93A, Noida", 3.5 Cr
1010,3000,4,"Sector 93A, Noida", 3.5 Cr
1011,1500,3,"Sector 93A, Noida", 1.55 Cr
1012,2800,4,"Sector 93A, Noida", 3.24 Cr
1013,1100,2,"Sector 150, Noida", 81 L
1014,1137,2,"Sector 150, Noida", 79 L
1015,1305,2,"Sector 150, Noida", 1.14 Cr
1016,3302,3,"Sector 108, Noida", 3.24 Cr
1017,3996,4,"Sector 108, Noida", 3.4 Cr
1018,950,2,"Sector 104, Noida", 29.25 L
1019,950,2,"Sector 104, Noida", 29.6 L
1020,950,2,"Sector 104, Noida", 29.5 L
1021,950,2,"Sector 110, Noida", 28.8 L
1022,950,2,"Sector 50, Noida", 32.18 L
1023,955,2,"Sector 49, Noida", 30.5 L
1024,2007,3,"Sector 128, Noida", 3.3 Cr
1025,1185,3,"Sector 152, Noida", 1.14 Cr
1026,1404,3,"Sector 150, Noida", 1.05 Cr
1027,1220,2,"Sector 94, Noida", 1.65 Cr
1028,1355,3,"Sector 144, Noida", 97.56 L
1029,3600,6,"Sector 46, Noida", 4 Cr
1030,6750,7,"Sector 56, Noida", 6.5 Cr
1031,7600,6,"Sector 15A, Noida", 26 Cr
1032,2340,4,"Sector 41, Noida", 1.75 Cr
1033,8100,8,"Sector 51, Noida", 6.75 Cr
1034,7560,7,"Sector 30, Noida", 9 Cr
1035,2920,4,"Sector 40, Noida", 2.5 Cr
1036,3240,5,"Sector 19, Noida", 3.1 Cr
1037,1695,3,"Sector 137, Noida", 75 L
1038,1070,2,"Sector 137, Noida", 44 L
1039,3600,4,"Sector 137, Noida", 2.25 Cr
1040,1955,3,"Sector 168, Noida", 1.2 Cr
1041,3400,4,"Sector 137, Noida", 3.1 Cr
1042,925,2,"Sector 137, Noida", 42 L
1043,1725,3,"Sector 137, Noida", 72 L
1044,985,2,"Sector 73, Noida", 29.67 L
1045,944,2,"Sector 75, Noida", 28.32 L
1046,947,2,"Sector 74, Noida", 28.31 L
1047,952,2,"Sector 76, Noida", 28.39 L
1048,962,2,"Sector 77, Noida", 28.41 L
1049,956,2,"Sector 104, Noida", 28.21 L
1050,958,2,"Sector 102, Noida", 27.74 L
1051,958,2,"Sector 104, Noida", 30.32 L
1052,1920,4,"Sector 143B, Noida", 1.42 Cr
1053,1920,4,"Sector 143B, Noida", 1.34 Cr
1054,1255,3,"Sector 143B, Noida", 88.1 L
1055,950,2,"Sector 49, Noida", 33 L
1056,950,2,"Sector 49, Noida", 30.65 L
1057,950,2,"Sector 49, Noida", 32.24 L
1058,960,2,"Sector 93, Noida", 29.64 L
1059,957,2,"Sector 110, Noida", 28.2 L
1060,977,2,"Sector 104, Noida", 28.43 L
1061,987,2,"Sector 110, Noida", 29.87 L
1062,950,2,"Sector 49, Noida", 32.3 L
1063,970,2,"Sector 49, Noida", 31.4 L
1064,1155,2,"Sector 150, Noida", 86 L
1065,1155,2,"Sector 150, Noida", 86 L
1066,1732,3,"Sector 75, Noida", 1.15 Cr
1067,3600,8,"Sector 122, Noida", 2.1 Cr
1068,1015,2,"Sector 76, Noida", 48 L
1069,950,2,"Sector 104, Noida", 29.96 L
1070,950,2,"Sector 104, Noida", 29.87 L
1071,950,2,"Sector 107, Noida", 29.66 L
1072,950,2,"Sector 104, Noida", 29.77 L
1073,950,2,"Sector 104, Noida", 29.66 L
1074,950,2,"Sector 104, Noida", 29.73 L
1075,950,2,"Sector 104, Noida", 29.65 L
1076,950,2,"Sector 102, Noida", 29.88 L
1077,968,2,"Sector 49, Noida", 32.27 L
1078,550,1,"Sector 49, Noida", 17.25 L
1079,585,1,"Sector 49, Noida", 17.2 L
1080,1450,3,"Sector 49, Noida", 44.65 L
1081,656,2,"Sector 49, Noida", 21.65 L
1082,957,2,"Sector 49, Noida", 30.6 L
1083,658,2,"Sector 49, Noida", 23 L
1084,950,2,"Sector 49, Noida", 32.15 L
1085,659,2,"Sector 49, Noida", 23.1 L
1086,965,2,"Sector 49, Noida", 32.25 L
1087,975,2,"Sector 49, Noida", 32.35 L
1088,945,2,"Sector 49, Noida", 31.85 L
1089,968,2,"Sector 49, Noida", 32.27 L
1090,550,1,"Sector 49, Noida", 17.25 L
1091,585,1,"Sector 49, Noida", 17.2 L
1092,675,2,"Sector 49, Noida", 22.2 L
1093,690,2,"Sector 49, Noida", 22.22 L
