Flat No.,Area in Sqrt,No.of Bhk,Location,Price
3673,4500,4,"Sector 39, Noida", 4.25 Cr
3674,500,1,"Sector 137, Noida", 23 L
3675,1500,3,"Sector 49, Noida", 50 L
3676,1500,3,"Sector 49, Noida", 50 L
3677,950,2,"Sector 44, Noida", 30.5 L
3678,4600,4,"Sector 104, Noida", 6 Cr
3679,1739,3,"Sector 119, Noida", 1 Cr
3680,600,1,"Sector 44, Noida", 20 L
3681,650,1,"Sector 82, Noida", 19 L
3682,650,1,"Sector 108, Noida", 18 L
3683,2500,5,"Sector 49, Noida", 80 L
3684,1100,2,"Sector 18, Noida", 28 L
3685,1000,2,"Sector 52, Noida", 40 L
3686,900,2,"Sector 18, Noida", 27 L
3687,1000,2,"Sector 18, Noida", 28 L
3688,1100,2,"Sector 28, Noida", 25 L
3689,750,1,"Sector 73, Noida", 21 L
3690,590,1,"Sector 143B, Noida", 33 L
3691,1050,2,"Sector 110, Noida", 30 L
3692,3200,8,"Sector 19, Noida", 2.4 Cr
3693,7200,9,"Sector 92, Noida", 6.5 Cr
3694,750,1,"Sector 110, Noida", 18 L
3695,500,1,"Sector 44, Noida", 15 L
3696,2764,4,"Sector 100, Noida", 2 Cr
3697,2090,3,"Sector 110, Noida", 1.2 Cr
3698,2764,4,"Sector 100, Noida", 2.25 Cr
3699,2101,3,"Sector 150, Noida", 34.54 L
3700,2101,3,"Sector 150, Noida", 38.49 L
3701,2101,3,"Sector 150, Noida", 39.88 L
3702,2101,3,"Sector 150, Noida", 45.64 L
3703,1200,2,"Sector 149, Noida", 40 L
3704,1210,3,"Sector 149, Noida", 55 L
3705,1200,2,"Sector 149, Noida", 49 L
3706,1200,3,"Sector 150, Noida", 50.01 L
3707,1208,3,"Sector 150, Noida", 50.01 L
3708,1500,3,"Sector 150, Noida", 33.8 L
3709,1240,3,"Sector 150, Noida", 50.05 L
3710,1260,3,"Sector 150, Noida", 51 L
3711,2764,4,"Sector 100, Noida", 1.8 Cr
3712,3284,4,"Sector 50, Noida", 3.5 Cr
3713,700,1,"Sector 110, Noida", 18 L
3714,1000,2,"Sector 105, Noida", 31 L
3715,1010,2,"Sector 101, Noida", 33 L
3716,700,1,"Sector 105, Noida", 18 L
3717,700,1,"Sector 50, Noida", 20 L
3718,6500,7,"Sector 41, Noida", 4.5 Cr
3719,3000,2,"Sector 45, Noida", 3.15 Cr
3720,1050,2,"Sector 34, Noida", 32 L
3721,3115,4,"Sector 104, Noida", 3.5 Cr
3722,650,1,"Sector 41, Noida", 18.25 L
3723,4455,4,"Sector 121, Noida", 4.4 Cr
3724,4000,5,"Sector 41, Noida", 2.99 Cr
3725,950,2,"Sector 27, Noida", 28.98 L
3726,1211,3,"Sector 150, Noida", 49 L
3727,1246,2,"Sector 119, Noida", 65 L
3728,1695,3,"Sector 143, Noida", 1.5 Cr
3729,1595,3,"Sector 137, Noida", 1.05 Cr
3730,1864,3,"Sector 45, Noida", 1.4 Cr
3731,1500,4,"Sector 19, Noida", 1.65 Cr
3732,1800,4,"Sector 19, Noida", 1.7 Cr
3733,1500,3,"Sector 39, Noida", 40 L
3734,950,2,"Sector 82, Noida", 56 L
3735,2389,3,"Sector 50, Noida", 1.86 Cr
3736,4000,6,"Sector 15A, Noida", 7.1 Cr
3737,950,2,"Sector 82, Noida", 57 L
3738,2500,3,"Sector 15A, Noida", 5.85 Cr
3739,11000,9,"Sector 47, Noida", 10.5 Cr
3740,1100,2,"Sector 81, Noida", 29 L
3741,1100,2,"Sector 105, Noida", 29.5 L
3742,1000,2,"Sector 105, Noida", 29 L
3743,3756,5,"Sector 43, Noida", 4.69 Cr
3744,700,1,"Sector 105, Noida", 19.5 L
3745,700,1,"Sector 110, Noida", 18.5 L
3746,1100,2,"Sector 37, Noida", 28 L
3747,1500,3,"Sector 18, Noida", 40 L
3748,600,1,"Sector 37, Noida", 17 L
3749,700,1,"Sector 81, Noida", 17.5 L
3750,1250,2,"Sector 78, Noida", 90 L
3751,650,1,"Sector 18, Noida", 17 L
3752,2500,3,"Sector 78, Noida", 2.1 Cr
3753,1000,2,"Sector 28, Noida", 25 L
3754,1800,4,"Sector 18, Noida", 50 L
3755,900,2,"Sector 121, Noida", 28 L
3756,700,1,"Sector 110, Noida", 17 L
3757,1500,3,"Sector 41, Noida", 45 L
3758,650,1,"Sector 44, Noida", 21 L
3759,2800,6,"Sector 49, Noida", 90 L
3760,2000,4,"Sector 49, Noida", 70 L
3761,2600,5,"Sector 49, Noida", 80 L
3762,472,1,"Sector 120, Noida", 24 L
3763,1080,2,"Sector 74, Noida", 55 L
3764,1505,3,"Sector 74, Noida", 82 L
3765,1800,3,"Sector 74, Noida", 1.3 Cr
3766,700,1,"Sector 110, Noida", 18 L
3767,1000,2,"Sector 82, Noida", 31.5 L
3768,950,2,"Sector 82, Noida", 58 L
3769,1495,3,"Sector 75, Noida", 1.15 Cr
3770,700,1,"Sector 105, Noida", 18 L
3771,1050,2,"Sector 107, Noida", 30 L
3772,700,1,"Sector 107, Noida", 18 L
3773,2100,4,"Sector 49, Noida", 69.5 L
3774,2435,4,"Sector 100, Noida", 2.02 Cr
3775,1650,3,"Sector 76, Noida", 1.15 Cr
3776,4200,7,"Sector 40, Noida", 4.75 Cr
3777,1525,3,"Sector 75, Noida", 1.16 Cr
3778,950,2,"Sector 82, Noida", 28.5 L
3779,2000,3,"Sector 15A, Noida", 7.5 Cr
3780,2250,6,"Sector 39, Noida", 4.25 Cr
3781,2100,3,"Sector 15A, Noida", 2.85 Cr
3782,2650,6,"Sector 26, Noida", 4.5 Cr
3783,4000,8,"Sector 41, Noida", 5.5 Cr
3784,950,2,"Sector 52, Noida", 29.99 L
3785,2105,3,"Sector 94, Noida", 1.92 Cr
3786,2111,3,"Sector 110, Noida", 1.2 Cr
3787,1501,4,"Sector 150, Noida", 65 L
3788,1211,3,"Sector 150, Noida", 49 L
3789,1207,3,"Sector 150, Noida", 49 L
3790,1200,2,"Sector 150, Noida", 49 L
3791,1100,3,"Sector 150, Noida", 35 L
3792,1100,3,"Sector 150, Noida", 36 L
3793,1150,3,"Sector 150, Noida", 37 L
3794,1100,3,"Sector 150, Noida", 36 L
3795,1250,3,"Sector 150, Noida", 38 L
3796,1501,4,"Sector 150, Noida", 65 L
3797,1500,4,"Sector 150, Noida", 65 L
3798,1200,3,"Sector 150, Noida", 55 L
3799,1500,4,"Sector 149, Noida", 65 L
3800,1512,4,"Sector 149, Noida", 65 L
3801,1505,4,"Sector 150, Noida", 65 L
3802,1500,3,"Sector 150, Noida", 45 L
3803,1236,3,"Sector 150, Noida", 53 L
3804,1234,3,"Sector 150, Noida", 45 L
3805,1280,3,"Sector 150, Noida", 39 L
3806,1280,3,"Sector 150, Noida", 49.08 L
3807,1900,3,"Sector 150, Noida", 45.01 L
3808,1900,3,"Sector 150, Noida", 45.01 L
3809,1900,3,"Sector 150, Noida", 45.01 L
3810,2100,3,"Sector 150, Noida", 41.22 L
3811,1525,3,"Sector 75, Noida", 1.15 Cr
3812,1350,3,"Sector 75, Noida", 52 L
3813,2101,3,"Sector 150, Noida", 38.44 L
3814,1200,3,"Sector 149, Noida", 45.67 L
3815,1210,3,"Sector 150, Noida", 40 L
3816,1500,4,"Sector 150, Noida", 65 L
3817,1201,3,"Sector 150, Noida", 40 L
3818,2101,3,"Sector 150, Noida", 38.62 L
3819,1200,3,"Sector 150, Noida", 45 L
3820,1237,3,"Sector 150, Noida", 55 L
3821,1513,4,"Sector 150, Noida", 65 L
3822,1221,3,"Sector 150, Noida", 45 L
3823,1289,3,"Sector 150, Noida", 55.11 L
3824,1250,3,"Sector 150, Noida", 33.8 L
3825,1220,3,"Sector 150, Noida", 55 L
3826,1100,3,"Sector 150, Noida", 35 L
3827,1100,3,"Sector 150, Noida", 40 L
3828,1100,3,"Sector 150, Noida", 34 L
3829,1100,3,"Sector 150, Noida", 37 L
3830,1201,3,"Sector 150, Noida", 40.07 L
3831,1201,3,"Sector 150, Noida", 40 L
3832,1900,3,"Sector 150, Noida", 45.33 L
3833,1900,3,"Sector 150, Noida", 44.66 L
3834,1900,3,"Sector 150, Noida", 46.08 L
3835,1900,3,"Sector 150, Noida", 46 L
3836,1500,3,"Sector 150, Noida", 45 L
3837,2101,3,"Sector 150, Noida", 35.55 L
3838,2101,3,"Sector 150, Noida", 34.55 L
3839,2101,3,"Sector 150, Noida", 34.55 L
3840,2101,3,"Sector 150, Noida", 34.54 L
3841,2100,3,"Sector 150, Noida", 34.54 L
3842,2101,3,"Sector 150, Noida", 38.47 L
3843,1550,3,"Sector 78, Noida", 1.25 Cr
3844,1445,3,"Sector 76, Noida", 90 L
3845,2950,4,"Sector 107, Noida", 2.5 Cr
3846,2700,5,"Sector 49, Noida", 85 L
3847,1100,2,"Sector 75, Noida", 75 L
3848,2250,3,"Sector 75, Noida", 1.15 Cr
3849,4874,4,"Sector 108, Noida", 4 Cr
3850,600,1,"Sector 34, Noida", 16 L
3851,1400,3,"Sector 34, Noida", 35 L
3852,980,2,"Sector 49, Noida", 34 L
3853,1400,3,"Sector 49, Noida", 48 L
3854,1000,2,"Sector 110, Noida", 30 L
3855,950,2,"Sector 49, Noida", 30 L
3856,1000,2,"Sector 49, Noida", 35 L
3857,1779,3,"Sector 100, Noida", 1.45 Cr
3858,2012,3,"Sector 100, Noida", 1.35 Cr
3859,1528,3,"Sector 110, Noida", 95 L
3860,1418,2,"Sector 100, Noida", 1.1 Cr
3861,1528,3,"Sector 110, Noida", 72 L
3862,2794,4,"Sector 110, Noida", 1.7 Cr
3863,2640,3,"Sector 128, Noida", 2.5 Cr
3864,1400,3,"Sector 49, Noida", 45 L
3865,1528,3,"Sector 110, Noida", 90 L
3866,2538,3,"Sector 110, Noida", 1.4 Cr
3867,3200,4,"Sector 150, Noida", 2.45 Cr
3868,2105,3,"Sector 94, Noida", 2.14 Cr
3869,1700,3,"Sector 150, Noida", 1.1 Cr
3870,1675,3,"Sector 150, Noida", 1.4 Cr
3871,1583,2,"Sector 150, Noida", 1.18 Cr
3872,2497,3,"Sector 150, Noida", 1.85 Cr
3873,2450,3,"Sector 108, Noida", 2.47 Cr
3874,3000,7,"Sector 14, Noida", 3.95 Cr
3875,1160,2,"Sector 137, Noida", 62.17 L
3876,494,1,"Sector 137, Noida", 27.5 L
3877,494,1,"Sector 137, Noida", 28 L
3878,2538,4,"Sector 110, Noida", 1.45 Cr
3879,2111,3,"Sector 110, Noida", 1.4 Cr
3880,1100,2,"Sector 44, Noida", 33.5 L
3881,1050,2,"Sector 44, Noida", 32 L
3882,1450,3,"Sector 44, Noida", 44.5 L
3883,1065,2,"Sector 44, Noida", 33 L
3884,1450,3,"Sector 49, Noida", 43 L
3885,1450,3,"Sector 44, Noida", 44 L
3886,1000,2,"Sector 49, Noida", 36 L
3887,950,2,"Sector 49, Noida", 32 L
3888,600,1,"Sector 49, Noida", 18 L
3889,1500,3,"Sector 49, Noida", 45 L
3890,1115,2,"Sector 137, Noida", 68 L
3891,1759,3,"Sector 104, Noida", 1.79 Cr
3892,2890,4,"Sector 79, Noida", 2.3 Cr
3893,1495,3,"Sector 143, Noida", 1.15 Cr
3894,2535,4,"Sector 93A, Noida", 2.2 Cr
3895,804,2,"Sector 152, Noida", 82.35 L
3896,2538,4,"Sector 110, Noida", 1.45 Cr
3897,1528,3,"Sector 110, Noida", 71 L
3898,1980,3,"Sector 100, Noida", 1.3 Cr
3899,3943,3,"Sector 107, Noida", 2.4 Cr
3900,1500,3,"Sector 49, Noida", 45 L
3901,1400,3,"Sector 49, Noida", 45 L
3902,3000,7,"Sector 14, Noida", 3.95 Cr
3903,3200,4,"Sector 150, Noida", 2.45 Cr
3904,2105,3,"Sector 94, Noida", 2.14 Cr
3905,1700,3,"Sector 150, Noida", 1.1 Cr
3906,1675,3,"Sector 150, Noida", 1.4 Cr
3907,1583,2,"Sector 150, Noida", 1.18 Cr
3908,2497,3,"Sector 150, Noida", 1.85 Cr
3909,2450,3,"Sector 108, Noida", 2.47 Cr
3910,1160,2,"Sector 137, Noida", 62.17 L
3911,494,1,"Sector 137, Noida", 27.5 L
3912,494,1,"Sector 137, Noida", 28 L
3913,1779,3,"Sector 100, Noida", 1.45 Cr
3914,2012,3,"Sector 100, Noida", 1.35 Cr
3915,1528,3,"Sector 110, Noida", 95 L
3916,1418,2,"Sector 100, Noida", 1.1 Cr
3917,1528,3,"Sector 110, Noida", 72 L
3918,2794,4,"Sector 110, Noida", 1.7 Cr
3919,1500,3,"Sector 44, Noida", 48 L
3920,1000,2,"Sector 49, Noida", 30 L
3921,2280,3,"Sector 79, Noida", 1.8 Cr
3922,1730,3,"Sector 107, Noida", 1.25 Cr
3923,2450,4,"Sector 93A, Noida", 1.8 Cr
3924,1690,3,"Sector 79, Noida", 1.38 Cr
3925,2800,4,"Sector 93A, Noida", 3.4 Cr
3926,3800,4,"Sector 93A, Noida", 4.5 Cr
3927,1350,2,"Sector 152, Noida", 1.3 Cr
3928,1050,2,"Sector 49, Noida", 37 L
3929,1100,2,"Sector 44, Noida", 40 L
3930,1356,3,"Sector 134, Noida", 60.5 L
3931,1860,4,"Sector 82, Noida", 1.2 Cr
3932,555,1,"Sector 137, Noida", 35 L
3933,1600,3,"Sector 93, Noida", 1.45 Cr
3934,2715,5,"Sector 79, Noida", 2.08 Cr
3935,1495,3,"Sector 79, Noida", 1.05 Cr
3936,2955,4,"Sector 137, Noida", 3 Cr
3937,1230,3,"Sector 74, Noida", 83 L
3938,950,2,"Sector 82, Noida", 63 L
3939,1500,3,"Sector 121, Noida", 1.55 Cr
3940,1528,3,"Sector 110, Noida", 90 L
3941,1759,3,"Sector 104, Noida", 1.8 Cr
3942,1505,3,"Sector 74, Noida", 82 L
3943,1395,3,"Sector 150, Noida", 1.16 Cr
3944,1100,2,"Sector 44, Noida", 28 L
3945,1500,3,"Sector 43, Noida", 40 L
3946,1100,2,"Sector 49, Noida", 33 L
3947,1550,3,"Sector 44, Noida", 43.5 L
3948,1550,3,"Sector 44, Noida", 45 L
3949,1550,3,"Sector 44, Noida", 45 L
3950,1020,2,"Sector 49, Noida", 32.5 L
3951,600,1,"Sector 82, Noida", 32 L
3952,5825,5,"Sector 78, Noida", 5 Cr
3953,1600,3,"Sector 93, Noida", 1.35 Cr
3954,1600,3,"Sector 93, Noida", 1.35 Cr
3955,1110,2,"Sector 93, Noida", 73 L
3956,2626,3,"Sector 128, Noida", 2.5 Cr
3957,2500,3,"Sector 107, Noida", 2.85 Cr
3958,3300,4,"Sector 107, Noida", 3.9 Cr
3959,4874,4,"Sector 108, Noida", 4 Cr
3960,5825,5,"Sector 78, Noida", 5 Cr
3961,1600,3,"Sector 93, Noida", 1.35 Cr
3962,1600,3,"Sector 93, Noida", 1.35 Cr
3963,1110,2,"Sector 93, Noida", 73 L
3964,2626,3,"Sector 128, Noida", 2.5 Cr
3965,2500,3,"Sector 107, Noida", 2.85 Cr
3966,3300,4,"Sector 107, Noida", 3.9 Cr
3967,4874,4,"Sector 108, Noida", 4 Cr
3968,2600,5,"Sector 105, Noida", 2.25 Cr
3969,3302,3,"Sector 108, Noida", 3.07 Cr
3970,5825,5,"Sector 78, Noida", 5 Cr
3971,3302,3,"Sector 108, Noida", 3 Cr
3972,4300,5,"Sector 107, Noida", 4.9 Cr
3973,2250,3,"Sector 50, Noida", 1.95 Cr
3974,1050,2,"Sector 49, Noida", 32 L
3975,1450,3,"Sector 44, Noida", 41 L
3976,950,2,"Sector 44, Noida", 30 L
3977,950,2,"Sector 44, Noida", 30 L
3978,1600,3,"Sector 49, Noida", 45 L
3979,1300,3,"Sector 44, Noida", 42 L
3980,1100,2,"Sector 44, Noida", 28 L
3981,1500,3,"Sector 43, Noida", 40 L
3982,1759,3,"Sector 104, Noida", 1.8 Cr
3983,1700,3,"Sector 150, Noida", 1.4 Cr
3984,800,2,"Sector 73, Noida", 22 L
3985,1050,2,"Sector 110, Noida", 31 L
3986,1941,3,"Sector 128, Noida", 1.28 Cr
3987,1295,2,"Sector 75, Noida", 96 L
3988,2066,2,"Sector 128, Noida", 1.8 Cr
3989,1959,3,"Sector 82, Noida", 2.3 Cr
3990,7895,5,"Sector 104, Noida", 9 Cr
3991,5700,4,"Sector 104, Noida", 5.3 Cr
3992,3900,4,"Sector 104, Noida", 6.5 Cr
3993,1175,2,"Sector 77, Noida", 73 L
3994,1175,2,"Sector 77, Noida", 73 L
3995,2275,4,"Sector 137, Noida", 1.9 Cr
3996,1759,3,"Sector 104, Noida", 1.81 Cr
3997,1735,3,"Sector 77, Noida", 1.52 Cr
3998,2190,3,"Sector 137, Noida", 1.65 Cr
3999,1067,2,"Sector 110, Noida", 70 L
4000,1155,2,"Sector 150, Noida", 86 L
4001,1155,2,"Sector 150, Noida", 86 L
4002,1155,2,"Sector 150, Noida", 86 L
4003,1155,2,"Sector 150, Noida", 86 L
4004,1937,3,"Sector 93A, Noida", 2.25 Cr
4005,1250,3,"Sector 82, Noida", 95 L
4006,2645,4,"Sector 137, Noida", 2.4 Cr
4007,1053,2,"Sector 43, Noida", 1.16 Cr
4008,3430,4,"Sector 78, Noida", 3.02 Cr
4009,3302,3,"Sector 108, Noida", 3.09 Cr
4010,1710,3,"Sector 110, Noida", 1.18 Cr
4011,1325,3,"Sector 75, Noida", 1.05 Cr
4012,950,2,"Sector 82, Noida", 65 L
4013,1110,2,"Sector 137, Noida", 84 L
4014,1082,2,"Sector 137, Noida", 70 L
4015,1720,3,"Sector 137, Noida", 1.2 Cr
4016,890,2,"Sector 137, Noida", 48 L
4017,1435,3,"Sector 137, Noida", 1.2 Cr
4018,973,2,"Sector 137, Noida", 68.5 L
4019,1715,3,"Sector 137, Noida", 1.28 Cr
4020,2955,4,"Sector 137, Noida", 3 Cr
4021,3700,4,"Sector 128, Noida", 3.7 Cr
4022,1315,3,"Sector 137, Noida", 90 L
4023,890,2,"Sector 137, Noida", 50 L
4024,1355,2,"Sector 128, Noida", 68 L
4025,1221,2,"Sector 137, Noida", 92 L
4026,1704,3,"Sector 110, Noida", 1.2 Cr
4027,988,2,"Sector 110, Noida", 75 L
4028,2275,3,"Sector 168, Noida", 1.29 Cr
4029,2548,3,"Sector 50, Noida", 2.55 Cr
4030,1730,3,"Sector 107, Noida", 1.29 Cr
4031,1405,3,"Sector 107, Noida", 98 L
4032,2070,3,"Sector 107, Noida", 2.6 Cr
4033,1685,3,"Sector 137, Noida", 1.05 Cr
4034,1471,3,"Sector 137, Noida", 1.25 Cr
4035,3302,3,"Sector 108, Noida", 3.27 Cr
4036,3302,3,"Sector 108, Noida", 3.3 Cr
4037,4874,4,"Sector 108, Noida", 4.68 Cr
4038,4874,4,"Sector 108, Noida", 4.5 Cr
4039,1820,3,"Sector 128, Noida", 1.05 Cr
4040,2794,4,"Sector 110, Noida", 1.55 Cr
4041,1528,3,"Sector 110, Noida", 90 L
4042,2090,3,"Sector 110, Noida", 1.2 Cr
4043,2794,4,"Sector 110, Noida", 1.5 Cr
4044,1050,2,"Sector 44, Noida", 37 L
4045,1704,3,"Sector 110, Noida", 1 Cr
4046,2545,4,"Sector 77, Noida", 1.4 Cr
4047,1528,3,"Sector 110, Noida", 90 L
4048,1000,2,"Sector 73, Noida", 24 L
4049,1505,3,"Sector 74, Noida", 82 L
4050,1395,3,"Sector 150, Noida", 1.16 Cr
4051,1750,3,"Sector 150, Noida", 1.45 Cr
4052,1495,3,"Sector 79, Noida", 97.18 L
4053,783,3,"Sector 150, Noida", 1.05 Cr
4054,783,3,"Sector 150, Noida", 1.05 Cr
4055,783,3,"Sector 150, Noida", 1.05 Cr
4056,783,3,"Sector 150, Noida", 1.05 Cr
4057,981,3,"Sector 150, Noida", 1.28 Cr
4058,981,3,"Sector 150, Noida", 1.28 Cr
4059,648,2,"Sector 150, Noida", 93.16 L
4060,2175,4,"Sector 110, Noida", 63 L
4061,2259,4,"Sector 43, Noida", 2.7 Cr
4062,2800,4,"Sector 93A, Noida", 3.4 Cr
4063,1790,3,"Sector 93A, Noida", 1.6 Cr
4064,2275,4,"Sector 137, Noida", 2.05 Cr
4065,10000,8,"Sector 44, Noida", 16.85 Cr
4066,4200,6,"Sector 36, Noida", 2.25 Cr
4067,4500,6,"Sector 15A, Noida", 6.5 Cr
4068,950,2,"Sector 105, Noida", 29.2 L
4069,953,2,"Sector 108, Noida", 28.75 L
4070,952,2,"Sector 104, Noida", 28.43 L
4071,3430,4,"Sector 78, Noida", 3 Cr
4072,956,2,"Sector 110, Noida", 29.47 L
4073,1250,2,"Sector 78, Noida", 95 L
4074,890,2,"Sector 150, Noida", 1.36 Cr
4075,890,2,"Sector 150, Noida", 1.36 Cr
4076,1322,3,"Sector 150, Noida", 2.05 Cr
4077,1322,3,"Sector 150, Noida", 2.05 Cr
4078,1794,3,"Sector 150, Noida", 2.79 Cr
4079,1794,3,"Sector 150, Noida", 2.79 Cr
4080,849,2,"Sector 150, Noida", 1.3 Cr
4081,849,2,"Sector 150, Noida", 1.3 Cr
4082,1295,2,"Sector 107, Noida", 1.05 Cr
4083,1356,2,"Sector 128, Noida", 65 L
4084,1732,3,"Sector 75, Noida", 1.35 Cr
4085,1165,2,"Sector 150, Noida", 89.7 L
4086,1165,2,"Sector 150, Noida", 89.7 L
4087,1165,2,"Sector 150, Noida", 89.7 L
4088,1165,2,"Sector 150, Noida", 89.7 L
4089,1690,3,"Sector 150, Noida", 1.33 Cr
4090,1690,3,"Sector 150, Noida", 1.33 Cr
4091,1625,3,"Sector 150, Noida", 1.28 Cr
4092,1625,3,"Sector 150, Noida", 1.28 Cr
4093,1495,3,"Sector 150, Noida", 1.18 Cr
4094,1495,3,"Sector 150, Noida", 1.18 Cr
4095,1245,2,"Sector 150, Noida", 95.86 L
4096,1245,2,"Sector 150, Noida", 95.86 L
4097,783,3,"Sector 150, Noida", 1.05 Cr
4098,783,3,"Sector 150, Noida", 1.05 Cr
4099,783,3,"Sector 150, Noida", 1.05 Cr
4100,956,2,"Sector 110, Noida", 29.47 L
4101,2175,4,"Sector 110, Noida", 63 L
4102,4200,6,"Sector 36, Noida", 2.25 Cr
4103,1155,2,"Sector 150, Noida", 86 L
4104,1155,2,"Sector 150, Noida", 86 L
4105,1155,2,"Sector 150, Noida", 86 L
4106,1155,2,"Sector 150, Noida", 86 L
4107,1155,2,"Sector 150, Noida", 86 L
4108,1155,2,"Sector 150, Noida", 86 L
4109,1155,2,"Sector 150, Noida", 86 L
4110,1155,2,"Sector 150, Noida", 86 L
4111,1295,2,"Sector 107, Noida", 1.05 Cr
4112,1275,2,"Sector 50, Noida", 95 L
4113,1110,2,"Sector 93, Noida", 73 L
4114,4500,3,"Sector 46, Noida", 4.75 Cr
4115,13500,10,"Sector 43, Noida", 7.95 Cr
4116,1350,3,"Sector 121, Noida", 1.48 Cr
4117,2070,3,"Sector 107, Noida", 2.07 Cr
4118,3300,4,"Sector 107, Noida", 3.3 Cr
4119,2500,3,"Sector 107, Noida", 2.5 Cr
4120,6000,7,"Sector 44, Noida", 4.5 Cr
4121,3500,3,"Sector 137, Noida", 2.4 Cr
4122,3500,3,"Sector 137, Noida", 2.4 Cr
4123,10000,10,"Sector 61, Noida", 5.85 Cr
4124,1325,3,"Sector 120, Noida", 66 L
4125,1500,3,"Sector 50, Noida", 45 L
4126,1500,3,"Sector 41, Noida", 45 L
4127,1750,3,"Sector 150, Noida", 1.08 Cr
4128,1750,3,"Sector 150, Noida", 1.08 Cr
4129,1750,3,"Sector 150, Noida", 1.08 Cr
4130,1750,3,"Sector 150, Noida", 1.08 Cr
4131,3220,4,"Sector 150, Noida", 2.26 Cr
4132,3220,4,"Sector 150, Noida", 2.26 Cr
4133,2190,3,"Sector 150, Noida", 1.42 Cr
4134,2190,3,"Sector 150, Noida", 1.42 Cr
4135,2460,3,"Sector 150, Noida", 1.74 Cr
4136,2460,3,"Sector 150, Noida", 1.74 Cr
4137,1820,2,"Sector 128, Noida", 1.55 Cr
4138,2700,7,"Sector 46, Noida", 5.98 Cr
4139,3950,4,"Sector 51, Noida", 1.95 Cr
4140,9000,9,"Sector 40, Noida", 20 Cr
4141,3195,4,"Sector 121, Noida", 3.35 Cr
4142,2300,3,"Sector 28, Noida", 2.65 Cr
4143,10500,10,"Sector 61, Noida", 4.24 Cr
4144,4500,8,"Sector 46, Noida", 2.5 Cr
4145,1739,3,"Sector 119, Noida", 1 Cr
4146,1145,2,"Sector 77, Noida", 80 L
4147,1528,3,"Sector 100, Noida", 87 L
4148,1300,3,"Sector 44, Noida", 48 L
4149,1350,3,"Sector 49, Noida", 41 L
4150,1380,3,"Sector 44, Noida", 41.85 L
4151,950,2,"Sector 49, Noida", 28 L
4152,950,2,"Sector 44, Noida", 27 L
4153,1500,3,"Sector 49, Noida", 45 L
4154,1050,2,"Sector 49, Noida", 35 L
4155,1398,3,"Sector 100, Noida", 90 L
4156,1528,3,"Sector 110, Noida", 72 L
4157,1400,3,"Sector 44, Noida", 45 L
4158,1350,3,"Sector 44, Noida", 45 L
4159,1450,3,"Sector 49, Noida", 45 L
4160,1400,3,"Sector 49, Noida", 45 L
4161,1350,3,"Sector 49, Noida", 39 L
4162,1730,3,"Sector 79, Noida", 1.47 Cr
4163,1820,3,"Sector 128, Noida", 97 L
4164,1385,2,"Sector 79, Noida", 1.05 Cr
4165,1250,2,"Sector 137, Noida", 88 L
4166,1595,3,"Sector 137, Noida", 96 L
4167,1245,2,"Sector 79, Noida", 1.04 Cr
4168,1221,2,"Sector 137, Noida", 90 L
4169,1115,2,"Sector 137, Noida", 69 L
4170,988,2,"Sector 110, Noida", 70 L
4171,3302,3,"Sector 108, Noida", 2.78 Cr
4172,3950,4,"Sector 108, Noida", 3.4 Cr
4173,4874,4,"Sector 108, Noida", 4.5 Cr
4174,2545,4,"Sector 77, Noida", 1.4 Cr
4175,2435,3,"Sector 100, Noida", 2 Cr
4176,4875,4,"Sector 108, Noida", 3.9 Cr
4177,2127,3,"Sector 100, Noida", 1.35 Cr
4178,1220,2,"Sector 110, Noida", 55 L
4179,4875,4,"Sector 108, Noida", 3.9 Cr
4180,3995,4,"Sector 108, Noida", 3.4 Cr
4181,3950,4,"Sector 108, Noida", 3.4 Cr
4182,3302,3,"Sector 108, Noida", 2.75 Cr
4183,4545,4,"Sector 108, Noida", 3.84 Cr
4184,3030,4,"Sector 75, Noida", 3.35 Cr
4185,3030,4,"Sector 75, Noida", 3.3 Cr
4186,3950,4,"Sector 108, Noida", 3.4 Cr
4187,3300,4,"Sector 75, Noida", 3.63 Cr
4188,3302,3,"Sector 108, Noida", 2.78 Cr
4189,1350,3,"Sector 49, Noida", 41 L
4190,1380,3,"Sector 44, Noida", 41.85 L
4191,950,2,"Sector 49, Noida", 28 L
4192,950,2,"Sector 44, Noida", 27 L
4193,1500,3,"Sector 49, Noida", 45 L
4194,1050,2,"Sector 49, Noida", 35 L
4195,1398,3,"Sector 100, Noida", 90 L
4196,1528,3,"Sector 110, Noida", 72 L
4197,1400,3,"Sector 44, Noida", 45 L
4198,1350,3,"Sector 44, Noida", 45 L
4199,1450,3,"Sector 49, Noida", 45 L
4200,1050,2,"Sector 44, Noida", 37 L
4201,1704,3,"Sector 110, Noida", 1 Cr
4202,4874,4,"Sector 108, Noida", 3.81 Cr
4203,1135,2,"Sector 77, Noida", 75 L
4204,1135,2,"Sector 77, Noida", 75 L
4205,2645,4,"Sector 137, Noida", 2.5 Cr
4206,1632,3,"Sector 110, Noida", 95 L
4207,1528,3,"Sector 110, Noida", 95 L
4208,1525,3,"Sector 75, Noida", 1.3 Cr
4209,2000,3,"Sector 121, Noida", 2.25 Cr
4210,3200,4,"Sector 78, Noida", 2.7 Cr
4211,3995,4,"Sector 108, Noida", 3.4 Cr
